Id,SalePrice
1461,222140.0
1462,173096.0
1463,224104.0
1464,172252.0
1465,262592.0
1466,178432.0
1467,292260.0
1468,237172.0
1469,128388.0
1470,176040.0
1471,140396.0
1472,382092.0
1473,143728.0
1474,208124.0
1475,149244.0
1476,134780.0
1477,154004.0
1478,121352.0
1479,159616.0
1480,122848.0
1481,319056.0
1482,123500.0
1483,247496.0
1484,139404.0
1485,163944.0
1486,244112.0
1487,130236.0
1488,299608.0
1489,194076.0
1490,54748.0
1491,80488.0
1492,149708.0
1493,237696.0
1494,175576.0
1495,326812.0
1496,321192.0
1497,141244.0
1498,146516.0
1499,137132.0
1500,84700.0
1501,153772.0
1502,149580.0
1503,148252.0
1504,155328.0
1505,141788.0
1506,333352.0
1507,307176.0
1508,248280.0
1509,99564.0
1510,140040.0
1511,175112.0
1512,80660.0
1513,80056.0
1514,315740.0
1515,128076.0
1516,157216.0
1517,222284.0
1518,206820.0
1519,429880.0
1520,110296.0
1521,174252.0
1522,93440.0
1523,207888.0
1524,110648.0
1525,232100.0
1526,317928.0
1527,207920.0
1528,222224.0
1529,77212.0
1530,226152.0
1531,248808.0
1532,144404.0
1533,194060.0
1534,140644.0
1535,119440.0
1536,139464.0
1537,142964.0
1538,107404.0
1539,163520.0
1540,92972.0
1541,209860.0
1542,182624.0
1543,225296.0
1544,113200.0
1545,185252.0
1546,265400.0
1547,186640.0
1548,153240.0
1549,37264.0
1550,151180.0
1551,114772.0
1552,124200.0
1553,152728.0
1554,161216.0
1555,201908.0
1556,222916.0
1557,224224.0
1558,144636.0
1559,65812.0
1560,147088.0
1561,204020.0
1562,180576.0
1563,119328.0
1564,179024.0
1565,158884.0
1566,283168.0
1567,114288.0
1568,86892.0
1569,117260.0
1570,212756.0
1571,147948.0
1572,200396.0
1573,361496.0
1574,217920.0
1575,255808.0
1576,154776.0
1577,139808.0
1578,136448.0
1579,316512.0
1580,172300.0
1581,139784.0
1582,118096.0
1583,128408.0
1584,152272.0
1585,183300.0
1586,75260.0
1587,108836.0
1588,50736.0
1589,129228.0
1590,153968.0
1591,216556.0
1592,230408.0
1593,148264.0
1594,254628.0
1595,170664.0
1596,189776.0
1597,140248.0
1598,181500.0
1599,244496.0
1600,209340.0
1601,105744.0
1602,242076.0
1603,127352.0
1604,217452.0
1605,161140.0
1606,129916.0
1607,106424.0
1608,235032.0
1609,162348.0
1610,106264.0
1611,128300.0
1612,304272.0
1613,204772.0
1614,160752.0
1615,111732.0
1616,65712.0
1617,105308.0
1618,301776.0
1619,236572.0
1620,290180.0
1621,174316.0
1622,377068.0
1623,232872.0
1624,107696.0
1625,155932.0
1626,118980.0
1627,201028.0
1628,344748.0
1629,205380.0
1630,228224.0
1631,83024.0
1632,186432.0
1633,203336.0
1634,145680.0
1635,183620.0
1636,210936.0
1637,214088.0
1638,196368.0
1639,410496.0
1640,103112.0
1641,171536.0
1642,167004.0
1643,114456.0
1644,199204.0
1645,103744.0
1646,360100.0
1647,196368.0
1648,123376.0
1649,109076.0
1650,295212.0
1651,270876.0
1652,196312.0
1653,210380.0
1654,142464.0
1655,123880.0
1656,129240.0
1657,336264.0
1658,356848.0
1659,136236.0
1660,329740.0
1661,153520.0
1662,162700.0
1663,99696.0
1664,133676.0
1665,122528.0
1666,190184.0
1667,153308.0
1668,151432.0
1669,254480.0
1670,149820.0
1671,82032.0
1672,157612.0
1673,236520.0
1674,165964.0
1675,149960.0
1676,118428.0
1677,217572.0
1678,106972.0
1679,233168.0
1680,169096.0
1681,206820.0
1682,228568.0
1683,177128.0
1684,129576.0
1685,409612.0
1686,99660.0
1687,266412.0
1688,90948.0
1689,106252.0
1690,192480.0
1691,132388.0
1692,348380.0
1693,70672.0
1694,129456.0
1695,221844.0
1696,84948.0
1697,190784.0
1698,224660.0
1699,314232.0
1700,116768.0
1701,257660.0
1702,101424.0
1703,84024.0
1704,113648.0
1705,250484.0
1706,227712.0
1707,159380.0
1708,137380.0
1709,202404.0
1710,324360.0
1711,103200.0
1712,260460.0
1713,187980.0
1714,156784.0
1715,142996.0
1716,241220.0
1717,211684.0
1718,234852.0
1719,223004.0
1720,83148.0
1721,168436.0
1722,346036.0
1723,178056.0
1724,106444.0
1725,11760.0
1726,184684.0
1727,185224.0
1728,179200.0
1729,105224.0
1730,138816.0
1731,246268.0
1732,168356.0
1733,290040.0
1734,158792.0
1735,126800.0
1736,206264.0
1737,244620.0
1738,126576.0
1739,372064.0
1740,198724.0
1741,230284.0
1742,193620.0
1743,198776.0
1744,218956.0
1745,184816.0
1746,163832.0
1747,169292.0
1748,107484.0
1749,115992.0
1750,128840.0
1751,243304.0
1752,102704.0
1753,126132.0
1754,249480.0
1755,170340.0
1756,161248.0
1757,145880.0
1758,243764.0
1759,190364.0
1760,154948.0
1761,143796.0
1762,245128.0
1763,211168.0
1764,139252.0
1765,304336.0
1766,274148.0
1767,251480.0
1768,112296.0
1769,117220.0
1770,347236.0
1771,168644.0
1772,124016.0
1773,101980.0
1774,337532.0
1775,183268.0
1776,198600.0
1777,308856.0
1778,249756.0
1779,290764.0
1780,207096.0
1781,325032.0
1782,340100.0
1783,285820.0
1784,138976.0
1785,300288.0
1786,90608.0
1787,258608.0
1788,147332.0
1789,177312.0
1790,81476.0
1791,149388.0
1792,137304.0
1793,256388.0
1794,214804.0
1795,189044.0
1796,273920.0
1797,321956.0
1798,221588.0
1799,234616.0
1800,138868.0
1801,236628.0
1802,73712.0
1803,61372.0
1804,321580.0
1805,99956.0
1806,120268.0
1807,149564.0
1808,180768.0
1809,200800.0
1810,423652.0
1811,334652.0
1812,200856.0
1813,94072.0
1814,99460.0
1815,127684.0
1816,186340.0
1817,166532.0
1818,133536.0
1819,127804.0
1820,271828.0
1821,147580.0
1822,139140.0
1823,194872.0
1824,107336.0
1825,178308.0
1826,126360.0
1827,157452.0
1828,141948.0
1829,132464.0
1830,160204.0
1831,174804.0
1832,112572.0
1833,114528.0
1834,138000.0
1835,215424.0
1836,95820.0
1837,143112.0
1838,290640.0
1839,348228.0
1840,174484.0
1841,148172.0
1842,201908.0
1843,212612.0
1844,64348.0
1845,250920.0
1846,192272.0
1847,58152.0
1848,148012.0
1849,213012.0
1850,403648.0
1851,148116.0
1852,263116.0
1853,93600.0
1854,89520.0
1855,97208.0
1856,132368.0
1857,127728.0
1858,161592.0
1859,93960.0
1860,215672.0
1861,252140.0
1862,192336.0
1863,112160.0
1864,251896.0
1865,158772.0
1866,173160.0
1867,61020.0
1868,165928.0
1869,279732.0
1870,341720.0
1871,89332.0
1872,121144.0
1873,290964.0
1874,83380.0
1875,261348.0
1876,196332.0
1877,148192.0
1878,247296.0
1879,108980.0
1880,143044.0
1881,160824.0
1882,210932.0
1883,122156.0
1884,295976.0
1885,143568.0
1886,150064.0
1887,254520.0
1888,131336.0
1889,197820.0
1890,183400.0
1891,86456.0
1892,69740.0
1893,102196.0
1894,169860.0
1895,88056.0
1896,236508.0
1897,113340.0
1898,107244.0
1899,93656.0
1900,125128.0
1901,433916.0
1902,121260.0
1903,135120.0
1904,197200.0
1905,227996.0
1906,157380.0
1907,175796.0
1908,212296.0
1909,111228.0
1910,117236.0
1911,112336.0
1912,238012.0
1913,238872.0
1914,222872.0
1915,180016.0
1916,174628.0
1917,90856.0
1918,234784.0
1919,157508.0
1920,102008.0
1921,250784.0
1922,155580.0
1923,127204.0
1924,182992.0
1925,142840.0
1926,174324.0
1927,153168.0
1928,143256.0
1929,246284.0
1930,183860.0
1931,220720.0
1932,193384.0
1933,125760.0
1934,322396.0
1935,267224.0
1936,138072.0
1937,203460.0
1938,357772.0
1939,291880.0
1940,124196.0
1941,302108.0
1942,349252.0
1943,194292.0
1944,171248.0
1945,138796.0
1946,145072.0
1947,142528.0
1948,184360.0
1949,145336.0
1950,117284.0
1951,108828.0
1952,151620.0
1953,171676.0
1954,149868.0
1955,101116.0
1956,83944.0
1957,367324.0
1958,180820.0
1959,130432.0
1960,126472.0
1961,100776.0
1962,223120.0
1963,143044.0
1964,250552.0
1965,124436.0
1966,126428.0
1967,244696.0
1968,184004.0
1969,158488.0
1970,136196.0
1971,152568.0
1972,190856.0
1973,106148.0
1974,118192.0
1975,85572.0
1976,396312.0
1977,221500.0
1978,243356.0
1979,214456.0
1980,228400.0
1981,94912.0
1982,141036.0
1983,144720.0
1984,472244.0
1985,263280.0
1986,197728.0
1987,130248.0
1988,421612.0
1989,103508.0
1990,268376.0
1991,199668.0
1992,121828.0
1993,69876.0
1994,73616.0
1995,231040.0
1996,108844.0
1997,206524.0
1998,127324.0
1999,137824.0
2000,250224.0
2001,356828.0
2002,246856.0
2003,235980.0
2004,106156.0
2005,212472.0
2006,251488.0
2007,157876.0
2008,120356.0
2009,106592.0
2010,239272.0
2011,128736.0
2012,103636.0
2013,283884.0
2014,121212.0
2015,254280.0
2016,92904.0
2017,140988.0
2018,134416.0
2019,200232.0
2020,191572.0
2021,156416.0
2022,170428.0
2023,101236.0
2024,166836.0
2025,264420.0
2026,106340.0
2027,311352.0
2028,217952.0
2029,289768.0
2030,108300.0
2031,158204.0
2032,113648.0
2033,238240.0
2034,190768.0
2035,140976.0
2036,115668.0
2037,145036.0
2038,178772.0
2039,174116.0
2040,147200.0
2041,181476.0
2042,369704.0
2043,86320.0
2044,313824.0
2045,164004.0
2046,312816.0
2047,102880.0
2048,124660.0
2049,225360.0
2050,66096.0
2051,204716.0
2052,401224.0
2053,146284.0
2054,133916.0
2055,121272.0
2056,285120.0
2057,106412.0
2058,207348.0
2059,198032.0
2060,145136.0
2061,287836.0
2062,116476.0
2063,253800.0
2064,159400.0
2065,222932.0
2066,203480.0
2067,169252.0
2068,223516.0
2069,315184.0
2070,147108.0
2071,326820.0
2072,150180.0
2073,281272.0
2074,126596.0
2075,97112.0
2076,120616.0
2077,191324.0
2078,105580.0
2079,320680.0
2080,276492.0
2081,57072.0
2082,258224.0
2083,130800.0
2084,174220.0
2085,163736.0
2086,131864.0
2087,124160.0
2088,167352.0
2089,177628.0
2090,147288.0
2091,144060.0
2092,215688.0
2093,175848.0
2094,135392.0
2095,109640.0
2096,185852.0
2097,52136.0
2098,95528.0
2099,69520.0
2100,258356.0
2101,325160.0
2102,245540.0
2103,360704.0
2104,137604.0
2105,356312.0
2106,128056.0
2107,73168.0
